Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
40617;754554;2.83E+15;1.84E+15;1.54E+16;7.60E+14;41012;2.27E+15;7.84E+15;9.90E+14;8.96E+15;8.05E+14;6.96E+15;1.80E+16;6.47E+15;9.97E+15;SIRA
40619;7.50E+15;2.76E+16;1.87E+15;1.48E+15;7.35E+15;41042;2.27E+16;7.45E+15;9.90E+15;9.07E+15;8.23E+15;6.81E+15;1.92E+15;6.77E+15;9.98E+15;SIRA
40623;754866;2.81E+16;1.85E+16;1.52E+16;7.52E+14;41153;2.27E+14;8.06E+15;9.87E+15;8.96E+15;8.10E+15;6.91E+15;1.84E+16;6.57E+15;9.96E+15;SIRA
40635;778032;2.81E+15;1.85E+15;1.52E+16;7.53E+14;41309;2.27E+16;7.89E+15;9.84E+15;8.44E+15;8.10E+14;6.91E+15;1.84E+16;6.56E+15;9.98E+14;SIRA
40637;761358;2.86E+15;1.82E+16;1.57E+16;7.71E+15;41259;2.27E+16;8.02E+15;9.85E+15;8.81E+15;7.95E+15;7.04E+15;1.74E+15;6.32E+15;9.93E+14;SIRA
40638;74988;2.76E+15;1.88E+16;1.47E+16;7.32E+15;41051;2.27E+16;7.96E+15;9.90E+15;9.08E+14;;6.79E+15;1.93E+16;6.79E+15;9.96E+15;SIRA
40640;732733;2.64E+16;1.97E+16;1.34E+15;6.65E+15;41015;2.27E+16;7.45E+15;9.91E+15;9.51E+15;8.63E+14;6.49E+15;2.22E+15;7.45E+15;9.97E+15;SIRA
40644;7604;2.87E+15;1.81E+16;1.59E+16;7.77E+15;41112;2.27E+16;7.88E+15;9.89E+13;8.83E+15;;7.06E+15;1.72E+16;6.29E+15;9.99E+15;SIRA
40646;76213;2.80E+16;1.86E+16;1.51E+16;7.48E+15;41100;2.27E+16;7.15E+15;9.89E+15;8.79E+15;8.13E+15;6.88E+15;1.86E+16;6.62E+15;9.97E+15;SIRA
40647;750745;2.81E+15;1.85E+16;1.52E+16;7.54E+15;41131;2.27E+15;7.54E+15;9.88E+15;9.06E+15;8.09E+15;6.92E+15;1.83E+16;6.55E+15;9.97E+15;SIRA
40658;7.62E+15;2.78E+15;1.87E+15;1.48E+15;7.39E+15;41179;2.28E+16;6.78E+15;9.87E+15;8.81E+15;8.18E+15;6.84E+15;1.89E+16;6.69E+15;9.93E+15;SIRA
40660;750676;2.80E+16;1.86E+14;1.51E+16;7.48E+15;41115;2.28E+16;7.95E+14;9.89E+15;9.07E+15;8.13E+15;6.89E+15;1.85E+15;6.60E+15;9.95E+15;SIRA
40662;767554;2.79E+15;1.86E+16;1.50E+14;7.46E+15;41304;2.28E+16;7.24E+15;9.84E+15;8.67E+15;8.15E+15;6.87E+15;1.87E+16;6.64E+15;9.97E+15;SIRA
40668;7470;2.72E+15;1.92E+16;1.42E+16;7.09E+15;41257;2.28E+16;7.12E+15;9.86E+15;9.16E+15;8.37E+15;6.68E+15;2.03E+16;7.01E+15;9.94E+15;SIRA
40672;7.76E+15;2.98E+16;1.74E+16;1.71E+16;8.12E+15;41208;2.28E+15;6.73E+15;9.87E+15;8.49E+15;7.63E+15;7.33E+15;1.53E+15;5.82E+15;9.97E+15;SIRA
40674;748346;2.76E+15;1.88E+16;1.46E+16;7.30E+15;41111;2.28E+16;7.09E+15;9.89E+15;9.13E+15;;6.78E+15;1.94E+16;6.81E+15;9.97E+14;SIRA
40678;773745;2.97E+16;1.75E+16;1.70E+16;8.08E+15;41203;2.28E+16;6.76E+15;9.87E+15;8.54E+15;7.66E+15;7.30E+16;1.55E+16;5.87E+15;9.97E+15;SIRA
40679;7.82E+15;2.89E+15;1.80E+14;1.61E+16;7.83E+15;41498;2.28E+16;6.91E+15;9.80E+15;8.37E+15;7.86E+15;7.12E+15;1.68E+16;6.18E+15;9.94E+15;SIRA
40685;755663;2.87E+16;1.81E+15;1.59E+16;7.77E+15;41126;2.28E+15;7.91E+15;9.89E+15;8.95E+15;;7.06E+16;1.72E+16;6.28E+15;9.97E+15;SIRA
40693;770418;2.90E+15;1.79E+16;1.62E+16;7.87E+15;41174;2.28E+16;6.90E+15;9.88E+15;8.62E+15;7.84E+15;7.13E+15;1.66E+16;6.15E+15;9.96E+15;SIRA
40695;758057;2.85E+16;1.82E+15;1.57E+16;7.70E+15;41207;2.28E+16;6.90E+15;9.88E+15;8.90E+15;7.98E+15;7.01E+15;1.75E+16;6.36E+15;9.97E+15;SIRA
40712;754969;2.84E+16;1.83E+16;1.55E+15;7.65E+15;41105;2.28E+16;7.36E+15;9.90E+15;8.98E+14;8.02E+15;6.98E+16;1.78E+16;6.43E+15;9.98E+15;SIRA
40718;7.80E+15;2.94E+16;1.78E+16;1.65E+15;7.95E+15;41399;2.28E+16;6.80E+15;9.84E+15;8.42E+15;;7.22E+15;1.60E+16;6.00E+15;9.88E+13;SIRA
40725;765362;2.87E+15;1.83E+16;1.57E+16;7.70E+15;41226;2.28E+15;7.75E+15;9.88E+15;8.74E+15;7.94E+15;7.04E+16;1.73E+16;6.31E+15;9.88E+15;SIRA
40735;744372;2.70E+16;1.92E+15;1.40E+15;7.01E+15;41160;2.28E+16;7.90E+15;9.90E+15;9.24E+15;;6.63E+16;2.07E+16;7.12E+15;9.98E+15;SIRA
40740;7.57E+15;2.63E+16;1.99E+16;1.32E+16;6.55E+15;41567;2.28E+15;7.24E+14;9.80E+15;8.93E+15;8.64E+15;6.47E+15;2.23E+15;7.47E+15;9.89E+15;SIRA
40741;754687;2.85E+16;1.83E+16;1.55E+16;7.65E+15;41265;2.28E+16;7.85E+15;9.87E+15;8.99E+15;8.00E+15;6.99E+15;1.77E+15;6.41E+14;9.94E+15;SIRA
40750;750179;2.80E+16;1.85E+16;1.51E+14;7.50E+15;41120;2.28E+16;8.00E+15;9.91E+15;9.10E+15;8.12E+15;6.88E+15;1.85E+16;6.59E+15;9.98E+15;SIRA
40751;770797;2.95E+15;1.76E+16;1.67E+16;8.02E+15;41228;2.28E+16;7.32E+15;9.88E+15;8.62E+15;;7.24E+15;1.59E+16;5.96E+15;9.97E+15;SIRA
40766;770917;2.86E+16;1.83E+16;1.57E+16;7.70E+15;41300;2.28E+16;7.86E+15;9.87E+15;8.62E+15;7.96E+15;7.02E+15;1.74E+16;6.34E+14;9.93E+15;SIRA
40780;751925;2.77E+16;1.88E+16;1.47E+16;7.33E+15;41235;2.28E+16;7.92E+15;9.89E+15;9.06E+15;8.24E+15;6.78E+15;1.93E+16;6.78E+15;9.97E+14;SIRA
40798;756529;2.76E+16;1.89E+16;1.47E+16;7.31E+15;41249;2.28E+16;8.00E+15;9.89E+14;8.96E+15;8.25E+15;6.77E+15;1.93E+16;6.80E+14;9.97E+15;SIRA
40819;744823;2.78E+15;1.88E+16;1.48E+15;7.37E+15;41162;2.28E+16;7.38E+15;9.92E+15;9.25E+14;8.21E+15;6.80E+16;1.91E+16;6.74E+15;9.97E+15;SIRA
40820;749427;2.81E+15;1.85E+16;1.51E+16;7.51E+14;41206;2.28E+16;7.97E+15;9.91E+15;9.13E+15;8.12E+14;6.88E+15;1.85E+16;6.60E+15;9.99E+15;SIRA
40832;748161;2.73E+16;1.91E+16;1.43E+16;7.13E+15;41306;2.28E+16;8.18E+15;9.89E+15;9.17E+15;8.36E+14;6.68E+15;2.01E+16;6.99E+15;9.98E+14;SIRA
40843;757505;2.86E+15;1.83E+15;1.56E+15;7.69E+15;41264;2.28E+16;8.07E+14;9.90E+15;8.94E+15;;7.00E+14;1.75E+16;6.36E+15;9.95E+15;SIRA
40845;7.66E+15;2.82E+16;1.86E+16;1.51E+16;7.51E+15;41270;2.28E+16;8.05E+15;9.90E+15;8.75E+15;;6.89E+15;1.83E+16;6.56E+15;9.93E+15;SIRA
40851;762351;2.89E+15;1.81E+16;1.60E+16;7.80E+15;41340;2.28E+16;7.99E+15;9.88E+15;8.83E+15;;7.08E+15;1.69E+16;6.23E+15;9.94E+15;SIRA
40854;78021;2.98E+16;1.76E+16;1.69E+16;8.07E+15;41664;;6.66E+15;9.81E+15;;7.65E+15;7.30E+15;1.54E+15;5.85E+15;9.91E+15;SIRA
40855;7.62E+15;2.83E+15;1.85E+16;1.53E+15;7.57E+15;41351;2.28E+14;7.61E+15;9.88E+14;8.85E+15;8.07E+15;6.92E+15;1.81E+16;6.51E+15;9.97E+15;SIRA
40870;761733;2.84E+15;1.84E+16;1.55E+16;7.63E+15;41388;2.28E+16;7.57E+15;9.87E+15;8.85E+15;8.03E+14;6.95E+15;1.79E+16;6.45E+15;9.99E+15;SIRA
40877;752703;2.83E+15;1.85E+16;1.53E+16;7.56E+15;41394;2.28E+16;7.96E+15;9.88E+15;9.07E+15;8.07E+15;6.92E+15;1.81E+16;6.51E+15;9.95E+15;SIRA
40896;760258;2.87E+15;1.83E+15;1.56E+16;7.69E+15;41290;;8.13E+15;9.90E+15;;7.96E+15;7.01E+15;1.74E+16;6.34E+15;9.91E+15;SIRA
40900;7.49E+15;2.83E+16;1.84E+16;1.54E+15;7.59E+15;41244;2.28E+15;7.73E+15;9.92E+15;9.16E+15;;6.92E+15;1.80E+15;6.50E+15;9.99E+15;SIRA
40901;7.53E+15;2.79E+16;1.88E+16;1.49E+16;7.39E+15;41488;2.28E+16;8.00E+15;9.86E+15;9.06E+15;8.19E+15;6.81E+15;1.89E+16;6.71E+15;9.96E+15;SIRA
40902;764048;2.83E+16;1.85E+15;1.53E+16;7.57E+15;41426;2.28E+15;8.07E+15;9.87E+15;8.80E+15;8.07E+15;6.91E+15;1.81E+16;6.51E+15;9.97E+15;SIRA
40903;751858;2.86E+16;1.82E+16;1.57E+16;7.71E+15;41303;2.28E+16;8.10E+15;9.90E+15;9.09E+14;7.97E+15;7.00E+15;1.74E+16;6.35E+15;9.96E+15;SIRA
40904;7.54E+15;2.77E+15;1.88E+16;1.47E+15;7.34E+15;41398;2.28E+16;7.93E+15;9.88E+15;9.04E+15;8.23E+15;6.78E+15;1.92E+16;6.78E+15;9.97E+15;SIRA
40911;760088;2.87E+16;1.82E+16;1.58E+16;7.73E+15;41291;2.28E+16;7.27E+15;9.91E+15;8.90E+15;7.94E+15;7.03E+15;1.72E+15;6.30E+15;9.94E+15;SIRA
40917;7.53E+15;2.73E+16;1.91E+15;1.43E+16;7.14E+13;41340;2.28E+15;8.02E+15;9.90E+15;9.07E+15;8.36E+15;6.67E+15;2.01E+16;6.99E+15;9.99E+15;SIRA
40923;760932;2.88E+15;1.81E+15;1.59E+16;7.77E+15;41423;2.28E+16;7.11E+15;9.88E+15;8.88E+14;7.93E+15;7.03E+15;1.72E+12;6.29E+15;9.99E+15;SIRA
40966;751331;2.76E+15;1.90E+16;1.46E+16;7.27E+15;41516;2.28E+15;7.46E+15;9.87E+15;9.12E+15;;6.74E+15;1.94E+16;6.83E+15;9.96E+15;SIRA
40968;751828;2.70E+16;1.94E+13;1.39E+15;6.93E+15;41527;2.28E+16;7.05E+15;9.87E+15;9.11E+15;;6.58E+15;2.09E+15;7.18E+15;9.95E+14;SIRA
40971;769264;2.96E+15;1.78E+16;1.67E+16;8.01E+15;41552;2.28E+16;7.85E+14;9.86E+15;8.70E+15;;7.23E+15;1.57E+15;5.94E+15;9.92E+15;SIRA
40983;7.66E+15;2.90E+16;1.81E+15;1.60E+16;7.82E+15;41523;2.28E+16;7.22E+15;9.87E+15;8.78E+14;7.88E+15;7.08E+14;1.68E+15;6.21E+15;9.96E+15;SIRA
40987;749125;2.73E+15;1.92E+15;1.42E+16;7.09E+15;41441;2.28E+16;7.09E+15;9.89E+15;9.18E+14;8.38E+15;6.65E+15;2.02E+15;7.02E+15;9.96E+15;SIRA
40987;763823;2.83E+15;1.85E+15;1.53E+15;7.58E+15;41469;2.28E+16;7.88E+15;9.88E+15;8.83E+15;;6.92E+15;1.80E+16;6.49E+15;9.96E+15;SIRA
40988;750312;2.72E+13;1.92E+16;1.42E+16;7.10E+14;41456;2.28E+15;7.67E+15;9.89E+15;9.15E+15;;6.65E+14;2.03E+15;7.03E+15;9.98E+14;SIRA
40991;757012;2.74E+15;1.91E+16;1.43E+16;7.16E+15;41456;2.28E+16;7.24E+15;9.89E+15;8.99E+15;8.34E+15;6.68E+15;2.00E+16;6.96E+15;9.97E+14;SIRA
40994;759102;2.78E+15;1.89E+16;1.47E+15;7.34E+15;41557;2.28E+15;7.94E+14;9.86E+15;8.94E+15;8.22E+15;6.78E+15;1.91E+16;6.75E+15;9.95E+15;SIRA
40995;768551;2.85E+16;1.84E+15;1.55E+15;7.63E+15;41509;2.28E+16;6.81E+15;9.88E+15;8.72E+15;;6.95E+15;1.77E+16;6.43E+15;9.96E+15;SIRA
40998;765659;2.83E+15;1.85E+16;1.53E+16;7.57E+15;41551;2.28E+16;7.61E+15;9.87E+15;8.79E+15;;6.90E+15;1.81E+16;6.52E+15;9.98E+15;SIRA
41019;772852;3.01E+15;1.75E+16;1.73E+16;8.15E+15;41505;2.29E+16;6.78E+15;9.88E+15;8.63E+15;;7.34E+14;1.50E+16;5.75E+15;9.93E+15;SIRA
41028;762898;2.98E+16;1.75E+16;1.70E+16;8.09E+15;41415;2.29E+14;8.12E+15;9.91E+15;8.86E+15;;7.27E+15;1.55E+16;5.87E+15;9.98E+15;SIRA
41029;7.68E+15;2.95E+15;1.78E+15;1.66E+16;7.97E+15;41473;;8.18E+15;9.89E+15;;7.76E+15;7.18E+15;1.60E+16;6.02E+15;9.97E+15;SIRA
41035;7.65E+15;2.94E+15;1.78E+16;1.65E+16;7.96E+15;41374;2.29E+15;8.04E+15;9.92E+15;8.81E+15;7.77E+15;7.17E+15;1.61E+16;6.04E+15;9.98E+15;SIRA
41036;758004;2.84E+15;1.86E+16;1.53E+16;7.56E+15;41645;2.29E+15;7.81E+15;9.85E+15;8.97E+15;8.06E+14;6.91E+15;1.80E+16;6.50E+15;9.92E+15;SIRA
41040;760277;2.90E+15;1.81E+16;1.60E+15;7.81E+15;41401;;7.75E+14;9.91E+15;;7.89E+15;7.06E+15;1.69E+15;6.23E+15;9.97E+14;SIRA
41058;753867;2.82E+15;1.86E+16;1.51E+15;7.50E+14;41476;2.29E+16;8.06E+15;9.90E+15;9.08E+15;8.12E+15;6.86E+15;1.84E+16;6.59E+15;9.97E+14;SIRA
41062;752973;2.78E+15;1.89E+16;1.47E+16;7.35E+15;41528;2.29E+16;8.05E+15;9.89E+15;9.10E+15;;6.78E+15;1.90E+16;6.75E+15;9.95E+15;SIRA
41063;7.52E+15;2.73E+16;1.92E+16;1.42E+16;7.12E+15;41507;2.29E+16;7.98E+15;9.89E+13;9.12E+14;;6.65E+16;2.02E+15;7.02E+15;9.99E+15;SIRA
41066;779348;2.99E+15;1.76E+15;1.70E+15;8.09E+15;41557;2.29E+16;7.23E+15;9.88E+15;8.50E+15;7.66E+15;7.27E+15;1.54E+16;5.87E+15;9.98E+15;SIRA
41097;7.64E+15;2.78E+15;1.89E+16;1.47E+16;7.35E+15;41603;2.29E+15;7.20E+14;9.88E+15;8.85E+15;8.22E+15;6.77E+14;1.90E+16;6.75E+15;9.95E+15;SIRA
41103;7.49E+15;2.80E+15;1.88E+16;1.49E+15;7.42E+15;41525;2.29E+16;7.43E+15;9.90E+15;9.20E+15;8.17E+15;6.81E+15;1.87E+16;6.68E+14;9.97E+15;SIRA
41106;7.60E+15;2.87E+15;1.83E+16;1.57E+15;7.71E+15;41585;2.29E+15;7.05E+15;9.88E+15;8.94E+15;7.97E+15;6.98E+15;1.74E+16;6.35E+15;9.97E+15;SIRA
41110;758986;2.88E+15;1.83E+16;1.58E+16;7.73E+15;41566;2.29E+16;7.91E+14;9.89E+15;8.97E+15;7.94E+15;7.01E+15;1.72E+16;6.30E+14;9.94E+15;SIRA
41112;7.62E+15;2.91E+16;1.80E+15;1.62E+16;7.86E+15;41598;2.29E+16;8.09E+15;9.88E+15;8.89E+15;7.85E+15;7.09E+15;1.66E+15;6.16E+15;9.97E+15;SIRA
41116;783226;2.97E+15;1.77E+16;1.68E+16;8.02E+15;41778;2.29E+16;6.92E+15;9.84E+15;8.42E+15;7.71E+15;7.22E+15;1.57E+15;5.94E+15;9.96E+15;SIRA
41126;78298;2.94E+16;1.79E+16;1.64E+16;7.92E+15;41827;2.29E+16;6.86E+15;9.83E+15;8.43E+15;7.79E+15;7.14E+15;1.62E+16;6.07E+15;9.95E+15;SIRA
41130;751167;2.79E+15;1.88E+16;1.49E+16;7.40E+14;41511;2.29E+15;7.19E+15;9.91E+14;9.16E+15;;6.78E+15;1.89E+16;6.73E+15;1.00E+16;SIRA
41130;7.68E+15;2.69E+15;1.98E+16;1.36E+16;6.78E+15;42068;2.29E+15;7.05E+15;9.78E+15;8.77E+15;8.51E+15;6.54E+15;2.12E+15;7.24E+15;9.85E+15;SIRA
41133;7.61E+15;2.73E+15;1.93E+16;1.41E+15;7.07E+15;41714;2.29E+16;7.71E+15;9.86E+15;8.91E+15;;6.64E+15;2.02E+15;7.02E+15;9.93E+15;SIRA
41137;7.59E+15;2.81E+15;1.87E+16;1.50E+16;7.46E+14;41644;2.29E+15;7.93E+15;9.88E+15;8.97E+15;8.15E+15;6.83E+16;1.86E+16;6.64E+15;9.96E+15;SIRA
41138;751833;2.73E+16;1.92E+15;1.42E+14;7.11E+15;41557;2.29E+15;7.82E+15;9.90E+15;9.15E+15;;6.64E+15;2.02E+16;7.02E+15;9.98E+15;SIRA
41139;747774;2.78E+15;1.89E+16;1.47E+15;7.34E+15;41517;2.29E+16;7.44E+15;9.91E+15;9.25E+15;8.23E+15;6.76E+15;1.91E+15;6.78E+14;9.97E+15;SIRA
41143;767082;2.83E+14;1.87E+16;1.52E+16;7.52E+15;41815;2.29E+15;7.85E+15;9.84E+15;8.79E+15;;6.88E+15;1.81E+16;6.53E+15;9.91E+15;SIRA
41157;761674;2.87E+15;1.83E+16;1.57E+15;7.70E+15;41570;2.29E+16;7.72E+15;9.90E+15;8.91E+15;7.98E+15;6.97E+15;1.74E+16;6.37E+15;9.97E+15;SIRA
41161;761265;2.84E+16;1.87E+16;1.52E+16;7.53E+14;41917;2.29E+16;7.05E+15;9.82E+14;8.93E+15;8.06E+14;6.90E+15;1.80E+15;6.50E+15;9.88E+15;SIRA
41163;748452;2.83E+16;1.86E+16;1.52E+16;7.53E+15;41549;2.29E+16;7.92E+15;9.91E+15;9.23E+15;;6.87E+15;1.82E+16;6.56E+15;9.98E+14;SIRA
41164;749228;2.77E+16;1.90E+16;1.45E+16;7.25E+14;41523;2.29E+16;7.81E+14;9.91E+15;9.22E+15;8.28E+15;6.72E+15;1.95E+15;6.85E+15;9.95E+15;SIRA
41175;74736;2.76E+15;1.90E+15;1.45E+16;7.25E+14;41595;2.29E+16;8.05E+15;9.90E+15;9.26E+14;8.29E+15;6.71E+15;1.96E+15;6.87E+15;9.98E+15;SIRA
41187;756309;2.75E+15;1.91E+15;1.44E+16;7.21E+15;41706;2.29E+16;7.29E+15;9.88E+15;9.05E+15;8.32E+15;6.68E+15;1.97E+16;6.92E+15;9.98E+15;SIRA
41191;7.76E+15;2.82E+14;1.86E+16;1.51E+16;7.50E+15;41770;2.29E+16;7.91E+15;9.86E+15;8.59E+15;;6.85E+16;1.84E+16;6.59E+14;9.97E+15;SIRA
41191;758127;2.83E+15;1.87E+16;1.51E+16;7.50E+14;41695;2.29E+16;7.99E+15;9.88E+15;9.01E+15;;6.86E+15;1.83E+16;6.57E+15;9.94E+15;SIRA
41195;759615;2.84E+15;1.85E+15;1.53E+16;7.57E+15;41821;2.29E+16;7.98E+15;9.85E+15;8.97E+15;8.06E+15;6.90E+15;1.80E+16;6.50E+15;9.96E+13;SIRA
41196;756365;2.75E+15;1.91E+16;1.44E+16;7.18E+15;41620;2.29E+16;7.80E+15;9.90E+14;9.05E+15;;6.67E+15;1.98E+16;6.94E+15;9.97E+15;SIRA
41198;776727;3.04E+16;1.73E+15;1.76E+16;8.23E+13;41696;2.29E+16;7.24E+15;9.88E+15;8.58E+15;7.54E+15;7.38E+15;1.47E+16;5.68E+15;9.99E+15;SIRA
41201;7.71E+15;2.83E+16;1.86E+15;1.52E+14;7.53E+15;41667;2.29E+15;7.85E+15;9.89E+15;8.72E+15;8.09E+14;6.87E+15;1.82E+16;6.54E+15;9.94E+15;SIRA
41201;755565;2.77E+16;1.90E+16;1.46E+16;7.28E+15;41629;2.29E+15;7.25E+15;9.90E+15;9.07E+15;;6.73E+16;1.94E+16;6.83E+14;9.96E+15;SIRA
41204;757396;2.86E+16;1.85E+16;1.55E+15;7.63E+15;41584;2.29E+16;7.00E+15;9.91E+15;9.03E+15;8.02E+15;6.93E+14;1.77E+16;6.43E+15;9.95E+15;SIRA
41204;760847;2.78E+15;1.90E+16;1.46E+16;7.31E+15;41737;2.29E+16;7.45E+15;9.87E+15;8.94E+15;8.25E+15;6.74E+15;1.93E+16;6.81E+15;9.97E+15;SIRA
41210;7.56E+15;2.82E+15;1.87E+16;1.51E+15;7.48E+15;41735;2.29E+16;7.78E+15;9.87E+15;9.06E+15;8.13E+15;6.84E+15;1.84E+16;6.61E+15;9.96E+15;SIRA
41221;748624;2.79E+16;1.89E+16;1.47E+16;7.34E+15;41637;2.29E+16;7.91E+14;9.90E+15;9.24E+15;8.22E+15;6.76E+16;1.91E+16;6.76E+15;9.96E+15;SIRA
41225;75438;2.84E+16;1.86E+15;1.53E+15;7.57E+15;41661;2.29E+16;8.06E+15;9.90E+15;9.10E+15;;6.90E+15;1.79E+16;6.49E+15;9.94E+14;SIRA
41229;7.59E+15;2.79E+16;1.89E+14;1.48E+16;7.37E+14;41675;2.29E+16;7.15E+15;9.89E+15;9.00E+15;;6.77E+15;1.90E+15;6.74E+15;9.97E+15;SIRA
41229;773459;2.96E+16;1.78E+15;1.67E+16;8.01E+15;41706;2.29E+16;7.16E+15;9.89E+15;8.66E+15;7.73E+15;7.19E+15;1.58E+16;5.98E+14;9.97E+15;SIRA
41236;7.68E+15;2.77E+15;1.91E+16;1.45E+15;7.26E+15;41913;2.29E+16;8.12E+15;9.84E+15;8.78E+15;;6.73E+15;1.93E+16;6.82E+14;9.92E+15;SIRA
41240;772337;2.89E+15;1.82E+16;1.59E+16;7.77E+15;41803;2.29E+16;7.04E+15;9.87E+15;8.69E+14;7.93E+15;7.01E+16;1.71E+16;6.28E+15;9.98E+15;SIRA
41241;762145;2.84E+15;1.86E+16;1.52E+16;7.54E+15;41750;2.29E+16;7.79E+15;9.88E+15;8.92E+15;8.08E+15;6.88E+14;1.81E+16;6.53E+14;9.93E+15;SIRA
41241;75395;2.84E+15;1.85E+16;1.53E+16;7.58E+15;41618;2.29E+16;7.96E+15;9.91E+15;9.12E+14;8.06E+15;6.89E+16;1.80E+16;6.50E+15;9.96E+14;SIRA
41243;754082;2.78E+16;1.89E+16;1.47E+16;7.33E+15;41706;2.29E+15;8.12E+15;9.89E+15;9.11E+14;8.23E+15;6.75E+15;1.91E+15;6.77E+15;9.95E+15;SIRA
41248;7.51E+15;2.81E+15;1.87E+15;1.50E+16;7.46E+15;41620;2.29E+15;8.17E+15;9.91E+15;9.20E+15;8.16E+15;6.81E+15;1.86E+16;6.65E+15;9.98E+15;SIRA
41249;764183;2.87E+14;1.83E+16;1.57E+16;7.70E+14;41769;2.29E+16;7.31E+15;9.88E+15;8.88E+15;;6.97E+14;1.74E+16;6.35E+13;9.96E+15;SIRA
41280;761074;2.86E+16;1.85E+16;1.55E+16;7.63E+15;41706;2.29E+16;7.07E+15;9.90E+15;8.96E+14;8.02E+15;6.93E+16;1.77E+16;6.43E+15;9.94E+15;SIRA
41287;75754;2.85E+15;1.86E+16;1.53E+16;7.58E+15;41777;2.29E+16;8.10E+15;9.88E+15;9.04E+14;8.06E+15;6.89E+15;1.79E+16;6.49E+15;9.95E+15;SIRA
41287;761858;2.78E+16;1.90E+16;1.46E+16;7.31E+15;41809;2.29E+16;7.22E+15;9.88E+15;8.94E+15;8.24E+14;6.74E+15;1.92E+16;6.79E+15;9.95E+15;SIRA
41288;775396;2.82E+16;1.89E+15;1.49E+16;7.41E+15;42388;2.29E+16;7.09E+15;9.74E+15;8.63E+15;8.13E+15;6.83E+14;1.84E+15;6.62E+15;9.85E+15;SIRA
41292;7.66E+15;2.88E+14;1.83E+16;1.58E+16;7.73E+15;41722;2.29E+16;6.94E+14;9.90E+15;8.84E+15;7.96E+15;6.98E+15;1.73E+16;6.34E+15;9.98E+15;SIRA
41292;7.62E+15;2.74E+15;1.92E+16;1.43E+16;7.15E+15;41782;2.29E+16;7.92E+15;9.88E+15;8.94E+15;;6.65E+15;2.00E+15;6.98E+15;9.99E+15;SIRA
41293;751089;2.73E+15;1.93E+16;1.41E+16;7.07E+15;41714;2.29E+15;7.70E+14;9.90E+15;9.20E+15;;6.61E+16;2.03E+14;7.07E+15;9.99E+14;SIRA
41307;771903;2.96E+15;1.79E+16;1.66E+16;7.97E+15;41822;2.29E+16;7.79E+15;9.88E+15;8.71E+15;;7.17E+15;1.59E+16;5.99E+14;9.92E+15;SIRA
41308;764195;2.85E+15;1.85E+16;1.54E+16;7.60E+15;41755;2.29E+16;6.79E+15;9.89E+15;8.89E+15;;6.91E+15;1.78E+16;6.46E+15;9.95E+15;SIRA
41308;771737;2.97E+15;1.78E+16;1.67E+16;8.00E+15;41847;2.29E+16;7.70E+15;9.87E+15;8.72E+15;7.73E+15;7.18E+15;1.58E+16;5.98E+14;9.97E+15;SIRA
41315;7.59E+15;2.87E+16;1.83E+16;1.57E+16;7.70E+15;41704;2.29E+15;7.92E+15;9.91E+15;9.01E+15;7.98E+15;6.96E+15;1.74E+16;6.37E+15;9.98E+13;SIRA
41315;7.59E+15;2.82E+15;1.88E+16;1.50E+14;7.44E+15;42037;;7.72E+15;9.83E+15;;;6.82E+15;1.85E+16;6.63E+15;9.94E+15;SIRA
41318;764817;2.89E+16;1.83E+16;1.58E+16;7.76E+15;41862;2.29E+15;7.81E+15;9.87E+15;8.88E+15;7.92E+15;7.01E+14;1.70E+16;6.28E+15;9.95E+14;SIRA
41320;758763;2.85E+15;1.86E+16;1.53E+16;7.58E+15;41894;2.29E+16;8.12E+15;9.86E+15;9.02E+15;;6.89E+16;1.79E+15;6.49E+15;9.95E+15;SIRA
41322;770141;2.68E+15;1.97E+16;1.36E+16;6.80E+14;41861;2.29E+16;7.71E+15;9.87E+15;8.75E+15;8.54E+15;6.50E+15;2.14E+15;7.30E+15;9.95E+15;SIRA
41325;7.56E+15;2.77E+15;1.90E+16;1.46E+16;7.29E+15;41826;2.29E+15;7.28E+15;9.88E+15;9.08E+15;8.27E+15;6.71E+15;1.94E+16;6.84E+15;9.98E+15;SIRA
41344;778307;2.93E+15;1.80E+15;1.63E+16;7.89E+15;41813;2.29E+16;6.89E+15;9.89E+15;8.58E+15;7.82E+15;7.10E+15;1.64E+16;6.12E+14;9.97E+15;SIRA
41362;7.72E+15;2.97E+16;1.78E+16;1.66E+14;7.99E+14;41880;2.29E+15;7.62E+15;9.88E+15;8.73E+15;7.73E+15;7.17E+15;1.58E+16;5.98E+15;9.95E+15;SIRA
41372;763305;2.87E+15;1.84E+16;1.56E+16;7.68E+13;41820;2.30E+16;7.79E+15;9.89E+15;8.92E+15;8.00E+15;6.93E+15;1.75E+16;6.40E+15;9.99E+15;SIRA
41378;7.53E+15;2.82E+15;1.87E+16;1.50E+16;7.47E+15;41804;2.30E+16;7.43E+14;9.90E+15;9.18E+15;8.15E+15;6.81E+15;1.85E+16;6.64E+15;9.99E+15;SIRA
